plz_name;Spalte1;lan_name;geo_point_2d
Gladenbach;35075;Hessen;50.7767942816,8.57905286395
Dauchingen;78083;Baden-Württemberg;48.0931436248,8.54985547091
Schopfloch;72296;Baden-Württemberg;48.4582700066,8.54797517285
Reilingen;68799;Baden-Württemberg;49.2977095604,8.57216977998
Langgöns;35428;Hessen;50.4707975253,8.60145461532
Rottweil;78628;Baden-Württemberg;48.2036157832,8.5586987022
Darmstadt;64295;Hessen;49.8513172148,8.60803078413
Frankfurt am Main;60439;Hessen;50.1629505055,8.6233057515
Haiterbach;72221;Baden-Württemberg;48.5300490014,8.64541896792
Eppelheim;69214;Baden-Württemberg;49.3962683857,8.62606138247
Durchhausen;78591;Baden-Württemberg;48.0384410754,8.66877078428
Rohrdorf;72229;Baden-Württemberg;48.5681977327,8.68623790595
Frankfurt am Main;60314;Hessen;50.1146840015,8.72408804741
Rimbach;64668;Hessen;49.6194860562,8.76612367939
Balgheim;78582;Baden-Württemberg;48.0735724432,8.77024616868
Eppertshausen;64859;Hessen;49.9483646937,8.82908010702
Bremen;28199;Bremen;53.0577407419,8.78827062072
Weyhe;28844;Niedersachsen;52.988728106,8.85078323674
Dürbheim;78589;Baden-Württemberg;48.0564162393,8.8018581602
Offenbach am Main;63073;Hessen;50.0825793218,8.81547150849
Singen;78224;Baden-Württemberg;47.7606924585,8.87034249156
Waibstadt;74915;Baden-Württemberg;49.2944398194,8.90516613297
Kolbingen;78600;Baden-Württemberg;48.0601843945,8.89282174344
Unter-Hainbrunn;64757;Hessen;49.4830325113,8.907904271
Warburg;34414;Nordrhein-Westfalen;51.5134865478,9.09230506928
Moos;78345;Baden-Württemberg;47.7116118866,8.93903488018
Bad Rappenau;74906;Baden-Württemberg;49.2392764507,9.06454419865
Mainhausen;63533;Hessen;50.010116201,9.0087223203
Bodman-Ludwigshafen;78351;Baden-Württemberg;47.8107792792,9.03574196725
Sersheim;74372;Baden-Württemberg;48.9629388965,9.01506642192
Zwingenberg;69439;Baden-Württemberg;49.4164441925,9.03548658389
Freudental;74392;Baden-Württemberg;49.0090138382,9.05226049751
Stuttgart;70569;Baden-Württemberg;48.745341804,9.09002356655
Erligheim;74391;Baden-Württemberg;49.0178221618,9.08862047171
Sipplingen;78354;Baden-Württemberg;47.7984120387,9.10270123741
Landesbergen;31628;Niedersachsen;52.5507616605,9.16258630982
Ulrichstein;35327;Hessen;50.5762454771,9.18499011823
Miltenberg;63897;Bayern;49.689383143,9.24486807876
Borgentreich;34434;Nordrhein-Westfalen;51.5765197471,9.25584383055
Ludwigsburg;71634;Baden-Württemberg;48.910702461,9.17214350302
Aichtal;72631;Baden-Württemberg;48.6252107047,9.21862897162
Ingersheim;74379;Baden-Württemberg;48.9678275025,9.18376388889
Freiberg am Neckar;71691;Baden-Württemberg;48.9334351368,9.18939410204
Geiselbach;63826;Bayern;50.1196876813,9.19471829694
Ludwigsburg;71642;Baden-Württemberg;48.9116393023,9.24761622011
Bempflingen;72658;Baden-Württemberg;48.5756293803,9.27756195806
Erfde;24803;Schleswig-Holstein;54.3096087653,9.32709284994
Mespelbrunn;63875;Bayern;49.9192652832,9.30069957469
Rotenburg;27356;Niedersachsen;53.1144410085,9.36834606975
Waiblingen;71334;Baden-Württemberg;48.8385263637,9.32741871721
Ostrach;88356;Baden-Württemberg;47.9510808107,9.36070188126
Silberstedt, Schwittschau;24887;Schleswig-Holstein;54.5364485377,9.36695407846
Aichwald;73773;Baden-Württemberg;48.7628902603,9.38755420777
Kassel;34128;Hessen;51.3397935318,9.42092766462
Boffzen, Derental;37691;Niedersachsen;51.7313919864,9.43059026399
Külsheim;97900;Baden-Württemberg;49.6729615379,9.50739279413
Rastede;26180;Niedersachsen;53.2607886882,8.21104953458
Schonach im Schwarzwald;78136;Baden-Württemberg;48.1489459936,8.18003278391
Kallstadt;67169;Rheinland-Pfalz;49.4898973758,8.17253866368
Anröchte;59609;Nordrhein-Westfalen;51.548961809,8.30916465167
Butjadingen;26969;Niedersachsen;53.5518626086,8.33688384137
Wiesbaden;65183;Hessen;50.0845865084,8.23740931104
Wiesbaden;65185;Hessen;50.0760018521,8.2395654136
Durmersheim;76448;Baden-Württemberg;48.9323165433,8.2889324619
Wintersheim;67587;Rheinland-Pfalz;49.7791232077,8.29122041071
Bräunlingen;78199;Baden-Württemberg;47.9300038505,8.40052701152
Freudenstadt;72250;Baden-Württemberg;48.4797507728,8.41462308479
Lemförde u.a.;49448;Niedersachsen;52.483706874,8.39375494093
Lippstadt;59555;Nordrhein-Westfalen;51.6875612681,8.3384525134
Dillenburg;35688;Hessen;50.7418181044,8.36200488195
Donaueschingen;78166;Baden-Württemberg;47.9598400793,8.49355879007
Dudenhofen;67373;Rheinland-Pfalz;49.3209582522,8.3805846103
Lampertheim;68623;Hessen;49.6170051012,8.46914535929
Stockstadt am Rhein;64589;Hessen;49.8123177737,8.44510879932
Malsfeld;34323;Hessen;51.0811610392,9.50303201101
Visselhövede;27374;Niedersachsen;52.992872734,9.55535696711
Guxhagen;34302;Hessen;51.1998911777,9.50456953906
Pfedelbach;74629;Baden-Württemberg;49.1534270535,9.53407549071
Herzhorn, Kamerlanderdeich;25379;Schleswig-Holstein;53.7751268918,9.50568613188
Glücksburg, Munkbrarup;24960;Schleswig-Holstein;54.8318544509,9.56701409182
Wees;24999;Schleswig-Holstein;54.8073462208,9.53319741887
Uhingen;73066;Baden-Württemberg;48.7216342528,9.5660314046
Lohfelden;34253;Hessen;51.2688331922,9.55307842675
Berg;88276;Baden-Württemberg;47.8280242584,9.57698005288
Ravensburg;88214;Baden-Württemberg;47.7413960319,9.60866951739
Hollern-Twielenfleth;21723;Niedersachsen;53.5924260391,9.59085119752
Westerheim;72589;Baden-Württemberg;48.5152537611,9.61581898937
Hohenwestedt;24594;Schleswig-Holstein;54.0980113104,9.68202045157
Untermarchtal;89617;Baden-Württemberg;48.2417109597,9.61106870693
Tolk, Twedt;24894;Schleswig-Holstein;54.5947725477,9.65621767662
Dürnau;73105;Baden-Württemberg;48.6399851577,9.63463308312
Hannover;30455;Niedersachsen;52.3598250195,9.6676309452
Hannover;30453;Niedersachsen;52.3710281048,9.68397290323
Fischbach, Erfweiler u.a.;66996;Rheinland-Pfalz;49.1538162606,7.82600813089
Bad Bergzabern u.a.;76887;Rheinland-Pfalz;49.1286780512,7.80517076043
Malterdingen;79364;Baden-Württemberg;48.1710870412,7.85732522135
Münster-Sarmsheim;55424;Rheinland-Pfalz;49.9437357441,7.87985977741
Freiburg im Breisgau;79106;Baden-Württemberg;48.0077636705,7.85410590237
Freiburg im Breisgau;79117;Baden-Württemberg;47.989066985,7.86348170896
Offenburg;77656;Baden-Württemberg;48.4633415468,7.92245679561
Todtnau;79674;Baden-Württemberg;47.8274213592,7.96107422709
Osnabrück;49076;Niedersachsen;52.2887314365,7.97752262966
Rhodt u.a.;76835;Rheinland-Pfalz;49.303753951,7.96487730227
Nisterau u.a.;56472;Rheinland-Pfalz;50.6653810569,7.99011405352
Siegen;57072;Nordrhein-Westfalen;50.8826427364,7.98830841722
Offenburg;77654;Baden-Württemberg;48.4756524061,7.9829011364
Ramsen;67305;Rheinland-Pfalz;49.5208413286,7.98963069563
Ohlsbach;77797;Baden-Württemberg;48.442144306,8.00221078399
Gommersheim;67377;Rheinland-Pfalz;49.3151179632,7.98962036655
Georgsmarienhütte;49124;Niedersachsen;52.2047408272,8.07510582865
Murg;79730;Baden-Württemberg;47.5832750434,8.02325675255
Schluchsee;79859;Baden-Württemberg;47.8134289422,8.16204182253
Raubach;56316;Rheinland-Pfalz;50.5755421266,7.62762283258
Altena;58762;Nordrhein-Westfalen;51.2846807992,7.68837531783
Unna;59425;Nordrhein-Westfalen;51.5533827819,7.69804881495
Lörrach;79541;Baden-Württemberg;47.6370737894,7.69521993801
Bad Ems Umland;56132;Rheinland-Pfalz;50.3207610964,7.68226247269
Sankt Goarshausen u.a.;56346;Rheinland-Pfalz;50.1813631607,7.69238585902
Münster;48167;Nordrhein-Westfalen;51.9232699475,7.72301370192
Sendenhorst;48324;Nordrhein-Westfalen;51.853454144,7.79060384692
Eichstetten;79356;Baden-Württemberg;48.0967388665,7.73127175283
Hamm;59075;Nordrhein-Westfalen;51.7057147611,7.74778432202
Friesoythe;26169;Niedersachsen;53.0075552364,7.84365841927
Rockenhausen, Bisterschied u.a.;67806;Rheinland-Pfalz;49.6279708583,7.80889555444
Montabaur;56410;Rheinland-Pfalz;50.4274559439,7.80578391595
Gundersweiler, Gonbach u.a.;67724;Rheinland-Pfalz;49.5708729205,7.78169626154
Pfaffenweiler;79292;Baden-Württemberg;47.9382112894,7.75942384711
Winterborn, Waldgrehweiler, Niedermoschel, u.a.;67822;Rheinland-Pfalz;49.7396838878,7.79123348561
Freiburg im Breisgau;79114;Baden-Württemberg;47.9995910843,7.80987646299
Nordwalde;48356;Nordrhein-Westfalen;52.1003544853,7.48550312324
Dortmund;44137;Nordrhein-Westfalen;51.508204533,7.44878217958
Lünne, Schapen, Spelle;48480;Niedersachsen;52.3916575148,7.48049802476
Halle/ Saale;06128;Sachsen-Anhalt;51.4499543304,11.9442621351
Döhlau;95182;Bayern;50.2856625132,11.9645733449
Rottenburg a.d. Laaber;84056;Bayern;48.7164185903,12.038480004
Brannenburg;83098;Bayern;47.7289441747,12.0699040221
Zeitz, Gutenborn u.a.;06712;Sachsen-Anhalt;51.0173736447,12.150177214
Landshut, Altdorf;84032;Bayern;48.5607459472,12.089726872
Rosenbach;08548;Sachsen;50.553719965,12.0836119407
Gera;07551;Thüringen;50.8527464148,12.0724581435
Wernberg-Köblitz;92533;Bayern;49.5410815632,12.1589892588
Landshut;84036;Bayern;48.5244133938,12.198145798
Vogtareuth;83569;Bayern;47.931498224,12.1764382958
Hohenberg a.d. Eger;95691;Bayern;50.1024390468,12.1880085182
Pegau, Elstertrebnitz;04523;Sachsen;51.1891950505,12.2349348601
Konnersreuth;95692;Bayern;50.0059451634,12.223888143
Sandersdorf-Brehna;06792;Sachsen-Anhalt;51.6196482073,12.246826176
Waldthurn;92727;Bayern;49.681306836,12.3283656214
Tännesberg;92723;Bayern;49.53510963,12.3287486023
Pfatter;93102;Bayern;48.9603329129,12.3807650131
Gars am Inn;83546;Bayern;48.1760679116,12.3221128175
Premnitz;14727;Brandenburg;52.543673454,12.3690472179
Neukieritzsch, Deutzen;04575;Sachsen;51.1510224217,12.4157752489
Neukirchen-Balbini;92445;Bayern;49.2902978325,12.4176269897
Rodewisch;08228;Sachsen;50.5361799611,12.4183519618
Zwickau;08062;Sachsen;50.6935303701,12.4685032472
Saal;18317;Mecklenburg-Vorpommern;54.3093961618,12.5384424211
Gräfenhainichen;06772;Sachsen-Anhalt;51.657270409,12.6017617951
Traunstein;83278;Bayern;47.8796441123,12.6439808048
Ascha;94347;Bayern;48.9889655469,12.6232331173
Konzell;94357;Bayern;49.073824703,12.7080631876
Wonneberg;83379;Bayern;47.9018198994,12.7179230988
Stollberg/Erzgeb.;09366;Sachsen;50.6957819424,12.7704977013
Neukalen;17154;Mecklenburg-Vorpommern;53.8225045971,12.779005343
Gleißenberg;93477;Bayern;49.3247260474,12.7436840121
Mockrehna;04862;Sachsen;51.5110712956,12.8310626118
Marktl;84533;Bayern;48.2384852231,12.8539267802
Teisnach;94244;Bayern;49.0299708099,13.0108279203
Seddiner See;14554;Brandenburg;52.2766762245,13.0021297924
Berlin Wannsee;14109;Berlin;52.4197394362,13.1439922748
Zwiesel;94227;Bayern;49.0491546276,13.2810910225
Berlin Westend;14053;Berlin;52.5153562929,13.2381969243
Innernzell;94548;Bayern;48.8484350362,13.2726629812
Großbeeren;14979;Brandenburg;52.3621548522,13.328382704
Berlin-Lichterfelde;12209;Berlin;52.4174388465,13.3291871711
Berlin Wedding;13351;Berlin;52.5506376181,13.3328445617
Querfurt, Obhausen, Mücheln u.a.;06268;Sachsen-Anhalt;51.3554309511,11.3979357786
Röhrmoos;85244;Bayern;48.3317643989,11.4582887236
Vierkirchen;85256;Bayern;48.3653599069,11.466253141
München;81247;Bayern;48.1668423526,11.4677839636
Eisleben;06295;Sachsen-Anhalt;51.5170384727,11.5627493477
Krölpa;07387;Thüringen;50.6958233212,11.5191129471
München;80639;Bayern;48.1508996764,11.5092215876
Staßfurt;39446;Sachsen-Anhalt;51.8912850256,11.5409431466
München;81371;Bayern;48.1142338838,11.5477622512
Guttenberg;95358;Bayern;50.1618376367,11.5697433035
Schweitenkirchen;85301;Bayern;48.5146924292,11.6138437799
München;80803;Bayern;48.1644692329,11.5802463346
Neufahrn b. Freising;85376;Bayern;48.3558985472,11.6397011447
Magdeburg;39108;Sachsen-Anhalt;52.1326365384,11.6136804368
München;81925;Bayern;48.1622023936,11.6223189839
Illschwang;92278;Bayern;49.4542143695,11.6964534312
Haar;85540;Bayern;48.1180527578,11.7328873444
Teutschenthal;06179;Sachsen-Anhalt;51.4414354613,11.8165125694
Moosinning;85452;Bayern;48.2774508892,11.80793056
Neustadt a. Kulm;95514;Bayern;49.8275126032,11.8353185686
Wittenberge, Rühstädt;19322;Brandenburg;52.9203410361,11.8808269637
Trabitz;92724;Bayern;49.7835896583,11.898396258
Kastl;95506;Bayern;49.824815103,11.9111887715
Spornitz;19372;Mecklenburg-Vorpommern;53.4564430278,11.9320820151
Wildenberg;93359;Bayern;48.725724851,11.9077607079
Südharz, Berga;06536;Sachsen-Anhalt;51.6031983276,11.0391088689
Erxleben, Nordgermersleben u.a.;39343;Sachsen-Anhalt;52.2340490976,11.2751114319
Weilersbach;91365;Bayern;49.7511607033,11.1316315575
Brüsewitz;19071;Mecklenburg-Vorpommern;53.6707257244,11.278323216
Hedersleben;06458;Sachsen-Anhalt;51.8631737866,11.2826254615
Pressig;96332;Bayern;50.3630229455,11.319728565
Seeland;06464;Sachsen-Anhalt;51.788852471,11.3721212835
Ahorntal;95491;Bayern;49.8474284948,11.4414415883
Aitrang;87648;Bayern;47.8476043745,10.5418277819
Burgpreppach;97496;Bayern;50.1339530338,10.6305038275
Blekendorf;24327;Schleswig-Holstein;54.2660773483,10.6630239555
Hedeper;38322;Niedersachsen;52.0648348,10.6940570858
Wiedergeltingen;86879;Bayern;48.0351120001,10.6719808198
Kirchlauter;96166;Bayern;50.0410194749,10.7012818454
Gudow;23899;Schleswig-Holstein;53.5491407506,10.7734825949
Seßlach;96145;Bayern;50.197830801,10.8100649952
Amt Neuhaus, Stapel;19273;Mecklenburg-Vorpommern;53.2681419213,10.9525987247
Veilsdorf;98669;Thüringen;50.4126553386,10.8098767709
Reckendorf;96182;Bayern;50.0276834769,10.8325415858
Arnstadt;99338;Thüringen;50.7733531772,10.8769665354
Genderkingen;86682;Bayern;48.7094499591,10.8686885279
Biberau, Masserberg;98666;Thüringen;50.5087654377,10.9308291992
Spalt;91174;Bayern;49.1763035608,10.917291073
Langenstein, Derenburg;38895;Sachsen-Anhalt;51.8634740803,10.9448124065
Kinsau;86981;Bayern;47.8786259528,10.904949295
Penzing;86929;Bayern;48.0784713419,10.939715919
Lautertal;96486;Bayern;50.3433264394,10.9598867863
Fürth;90762;Bayern;49.4740260903,10.994061028
Erfurt;99087;Thüringen;51.0241950684,11.0357326248
Nürnberg;90451;Bayern;49.4039629258,11.0467530315
Röhrnbach;94133;Bayern;48.7533261393,13.5166386013
Büchlberg;94124;Bayern;48.6748285897,13.529336818
Berlin Altglienicke;12524;Berlin;52.4127511693,13.5416370197
Wolgast;17438;Mecklenburg-Vorpommern;54.029209809,13.7172437864
Dresden;01157;Sachsen;51.0643561198,13.6676786028
Woltersdorf;15569;Brandenburg;52.4493074223,13.7614819028
Dresden;01069;Sachsen;51.0208510372,13.7281700576
Rüdersdorf;15378;Brandenburg;52.491385575,13.8525048285
Bad Saarow-Pieskow;15526;Brandenburg;52.2720633243,14.0349000197
Blankensee, Grambow u.a.;17322;Mecklenburg-Vorpommern;53.47919479,14.1298756787
Cottbus;03054;Brandenburg;51.8314854697,14.3512956495
Sohland a. d. Spree;02689;Sachsen;51.0466478504,14.4298411476
Görlitz;02827;Sachsen;51.1082758608,14.9535390929
Hagen;58099;Nordrhein-Westfalen;51.4002031332,7.487857752
Lünen;44534;Nordrhein-Westfalen;51.6314934273,7.51267420753
Gummersbach;51645;Nordrhein-Westfalen;50.9989729573,7.56183918288
Ochtersum;26489;Niedersachsen;53.6102778485,7.52541360016
Dortmund;44267;Nordrhein-Westfalen;51.4579490964,7.52426319952
Hagen;58099;Nordrhein-Westfalen;51.37133519,7.53261950409
Mittelbrunn, Queidersbach u.a.;66851;Rheinland-Pfalz;49.372498737,7.62146962864
Sobernheim;55566;Rheinland-Pfalz;49.8657821263,7.59232644316
Übach-Palenberg;52531;Nordrhein-Westfalen;50.9268852653,6.10426703799
Kevelaer-Winnekendonk;47626;Nordrhein-Westfalen;51.5936190016,6.31517817659
Viersen;41748;Nordrhein-Westfalen;51.2422106552,6.40762825862
Krefeld;47804;Nordrhein-Westfalen;51.3129003096,6.52359304768
Krefeld;47829;Nordrhein-Westfalen;51.3699253244,6.64128889365
Bettenfeld, Niederöfflingen u.a.;54533;Rheinland-Pfalz;50.0534041738,6.71425485118
Dillingen/Saar;66763;Saarland;49.3660120769,6.73228898116
Oberhausen;46045;Nordrhein-Westfalen;51.4670366982,6.85933332244
Köln;50767;Nordrhein-Westfalen;51.0028292786,6.8853573964
Malborn;54426;Rheinland-Pfalz;49.7786940927,6.93688533907
Adenau, Kottenborn u.a.;53518;Rheinland-Pfalz;50.3800206489,6.94413500969
Saarbrücken;66128;Saarland;49.2290488579,6.9152420597
Köln;50677;Nordrhein-Westfalen;50.9214860552,6.95048094656
Essen;45147;Nordrhein-Westfalen;51.4396607191,6.98399279962
Wülfrath;42489;Nordrhein-Westfalen;51.2913878424,7.03583542666
Gelsenkirchen;45897;Nordrhein-Westfalen;51.558417891,7.04370635067
Leverkusen;51375;Nordrhein-Westfalen;51.031563663,7.05802657756
Deuselbach, Hermeskeil, Rorodt;54411;Rheinland-Pfalz;49.7621258359,7.05109024162
Mehlingen;67678;Rheinland-Pfalz;49.4887896826,7.84754016216
Mogendorf, Ebernhahn, Staudt u.a.;56424;Rheinland-Pfalz;50.4731115908,7.83633348388
Lohnsfeld;67727;Rheinland-Pfalz;49.5471186675,7.84854817406
Freiburg im Breisgau;79110;Baden-Württemberg;48.0038154191,7.82580220736
Essen (Oldenburg);49632;Niedersachsen;52.7265922455,7.96247558165
Katzenelnbogen;56368;Rheinland-Pfalz;50.2703577811,7.95476077386
Bad Säckingen;79713;Baden-Württemberg;47.5681040201,7.95656651646
Steinbach, Weitersweiler, Bennhausen, Mörsfeld, Würzweiler, Ruppertsecken u.a.;67808;Rheinland-Pfalz;49.6088734378,7.97561244023
Feldberg;79868;Baden-Württemberg;47.8648725037,8.06750575944
Carlsberg;67316;Rheinland-Pfalz;49.4902037584,8.03243874894
Flonheim;55237;Rheinland-Pfalz;49.7872787069,8.04658568106
Burgschwalbach;65558;Rheinland-Pfalz;50.3453961427,8.0361790061
Simonswald;79263;Baden-Württemberg;48.0875195476,8.08867228736
Breitnau;79874;Baden-Württemberg;47.9397590364,8.08697000393
Burgschwalbach;65558;Rheinland-Pfalz;50.2831860052,8.0948312592
Steinweiler;76872;Rheinland-Pfalz;49.0925385284,8.13745008229
Oelde;59302;Nordrhein-Westfalen;51.8182119714,8.1668408858
Solingen;42653;Nordrhein-Westfalen;51.2017443037,7.08175360777
Büchel;56823;Rheinland-Pfalz;50.1800839137,7.08333753335
Bad Neuenahr-Ahrweiler;53474;Rheinland-Pfalz;50.5296751668,7.12512246982
Bonn;53115;Nordrhein-Westfalen;50.7233508885,7.08954526484
Peterswald-Löffelscheid u.a.;56858;Rheinland-Pfalz;50.0785731007,7.13101684753
Bell;56745;Rheinland-Pfalz;50.3971502477,7.1716294318
Hattingen;45529;Nordrhein-Westfalen;51.3693308667,7.16259137038
Wermelskirchen;42929;Nordrhein-Westfalen;51.1118317587,7.21794559818
Bochum;44791;Nordrhein-Westfalen;51.49006103,7.25106288088
Remscheid;42899;Nordrhein-Westfalen;51.2089697534,7.23447635144
Peterswald-Löffelscheid u.a.;56858;Rheinland-Pfalz;50.068606037,7.27413860105
Dickenschied u.a.;55483;Rheinland-Pfalz;49.9426560681,7.27763785395
Südbrookmerland;26624;Niedersachsen;53.4724916189,7.33338157181
Unna;59425;Nordrhein-Westfalen;51.5246235968,7.64805754952
Lörrach;79540;Baden-Württemberg;47.6012655019,7.6693436595
Fürthen;57539;Rheinland-Pfalz;50.7685763067,7.69785680973
Kleinmaischeid;56271;Rheinland-Pfalz;50.6034839705,7.71227864206
Voltlage;49599;Niedersachsen;52.4379661655,7.73904560101
Tecklenburg;49545;Nordrhein-Westfalen;52.2232280437,7.80612777288
Freilingen, Freirachdorf u.a.;56244;Rheinland-Pfalz;50.5776905871,7.71184951444
Hattert;57644;Rheinland-Pfalz;50.6520227731,7.76078544493
Kaiserslautern;67655;Rheinland-Pfalz;49.4405585228,7.76678546071
Steinbach, Weitersweiler, Bennhausen, Mörsfeld, Würzweiler, Ruppertsecken u.a.;67808;Rheinland-Pfalz;49.6608963719,7.77793711304
Feilbingert;67824;Rheinland-Pfalz;49.7775626575,7.78973530234
Salzbergen;48499;Niedersachsen;52.3202590736,7.35273893568
Westoverledingen;26810;Niedersachsen;53.1479735876,7.44445131748
Havixbeck;48329;Nordrhein-Westfalen;51.9743367497,7.44290968496
Bechhofen;66894;Rheinland-Pfalz;49.351381676,7.46385596572
Dortmund;44227;Nordrhein-Westfalen;51.4656134176,7.42157902565
Dickenschied u.a.;55483;Rheinland-Pfalz;49.9716308009,7.43258277193
Achberg;88147;Baden-Württemberg;47.6223698241,9.71398197831
Deggingen;73326;Baden-Württemberg;48.6075987258,9.72081605012
Appen;25482;Schleswig-Holstein;53.6522754151,9.73716360085
Bad Mergentheim;97980;Baden-Württemberg;49.4546667426,9.77371518501
Eiterfeld;36132;Hessen;50.7648178821,9.81468459677
Gingen an der Fils;73333;Baden-Württemberg;48.6574631905,9.77560757987
Hannover;30175;Niedersachsen;52.3797186402,9.76663066603
Hochdorf;88454;Baden-Württemberg;48.0251399634,9.79200574879
Hannover;30625;Niedersachsen;52.3765401703,9.80133256123
Kist, Irtenberger Wald;97270;Bayern;49.7332883486,9.82275179604
Erlabrunn;97250;Bayern;49.8585193506,9.84034143795
Quickborn;25451;Schleswig-Holstein;53.7335122634,9.90382299743
